Order ID,Customer ID,Order Date,Ship Date,Region,State,Category,Sub-Category,Segment,Ship Mode,Sales,Profit,Discount
ORD-102308,CUST-1698,2023-07-19,2023-07-22,East,Massachusetts,Technology,Accessories,Home Office,Second Class,1090.21,-276.11,0.4
ORD-102309,CUST-1749,2023-09-26,2023-10-01,West,Oregon,Technology,Accessories,Consumer,First Class,1128.57,246.22,0.0
ORD-102310,CUST-4804,2022-07-26,2022-07-31,West,Washington,Office Supplies,Paper,Home Office,First Class,493.87,114.39,0.0
ORD-102311,CUST-3845,2024-02-27,2024-03-02,Central,Michigan,Office Supplies,Supplies,Home Office,Second Class,621.96,-161.74,0.4
ORD-102312,CUST-4639,2023-06-14,2023-06-15,West,Arizona,Furniture,Furnishings,Corporate,Same Day,416.64,-39.24,0.3
ORD-102313,CUST-1495,2022-11-06,2022-11-10,West,California,Technology,Machines,Consumer,Same Day,952.68,99.36,0.05
ORD-102314,CUST-1251,2022-03-28,2022-03-30,Central,Michigan,Furniture,Bookcases,Corporate,First Class,1378.57,204.83,0.0
ORD-102315,CUST-2285,2022-10-31,2022-11-01,West,California,Office Supplies,Paper,Corporate,Second Class,651.21,-75.92,0.2
ORD-102316,CUST-3088,2023-07-26,2023-07-30,West,Washington,Technology,Copiers,Consumer,Same Day,25.45,1.75,0.1
ORD-102317,CUST-1693,2022-03-19,2022-03-25,West,California,Office Supplies,Supplies,Consumer,Standard Class,1352.45,287.59,0.05
ORD-102318,CUST-1213,2022-08-25,2022-08-29,South,Tennessee,Furniture,Bookcases,Corporate,Standard Class,1365.12,153.05,0.1
ORD-102319,CUST-4881,2023-04-16,2023-04-18,East,Virginia,Technology,Copiers,Consumer,Same Day,432.9,79.1,0.05
ORD-102320,CUST-3677,2023-11-21,2023-11-23,West,Oregon,Furniture,Bookcases,Corporate,Same Day,1031.86,97.9,0.1
ORD-102321,CUST-2889,2022-01-05,2022-01-08,West,Washington,Office Supplies,Binders,Consumer,First Class,1231.92,154.56,0.1
ORD-102322,CUST-2463,2023-02-24,2023-02-24,Central,Michigan,Technology,Machines,Consumer,Same Day,1302.3,13.73,0.2
ORD-102323,CUST-3466,2024-01-31,2024-02-06,South,North Carolina,Technology,Phones,Home Office,First Class,558.57,101.68,0.0
ORD-102324,CUST-1720,2022-05-27,2022-05-30,Central,Minnesota,Office Supplies,Paper,Consumer,First Class,828.08,11.39,0.1
ORD-102325,CUST-3227,2022-02-14,2022-02-17,Central,Texas,Furniture,Furnishings,Consumer,Second Class,1088.84,-83.93,0.3
ORD-102326,CUST-3096,2022-05-07,2022-05-12,East,Virginia,Office Supplies,Paper,Corporate,First Class,992.6,-70.28,0.4
ORD-102327,CUST-2846,2024-01-09,2024-01-15,South,Florida,Office Supplies,Paper,Consumer,Same Day,1166.77,37.82,0.05
ORD-102328,CUST-2420,2022-06-23,2022-06-27,East,New York,Technology,Machines,Home Office,Same Day,1228.39,-360.61,0.4
ORD-102329,CUST-2653,2022-02-02,2022-02-03,East,Massachusetts,Technology,Copiers,Home Office,Standard Class,731.29,-182.19,0.4
ORD-102330,CUST-2012,2022-06-16,2022-06-21,West,Nevada,Furniture,Chairs,Home Office,First Class,1393.11,4.73,0.2
ORD-102331,CUST-2282,2023-04-08,2023-04-14,West,Washington,Technology,Machines,Home Office,First Class,1220.96,131.6,0.1
ORD-102332,CUST-2670,2022-05-30,2022-06-03,East,Massachusetts,Furniture,Chairs,Corporate,Second Class,861.77,-81.36,0.2
ORD-102333,CUST-4412,2024-01-22,2024-01-23,South,North Carolina,Office Supplies,Paper,Corporate,Standard Class,352.44,3.62,0.2
ORD-102334,CUST-3966,2023-06-23,2023-06-25,West,Washington,Office Supplies,Paper,Corporate,Same Day,429.06,88.23,0.0
ORD-102335,CUST-4228,2024-01-17,2024-01-19,East,Virginia,Technology,Accessories,Corporate,Standard Class,244.62,64.65,0.0
ORD-102336,CUST-3514,2022-09-07,2022-09-12,Central,Minnesota,Office Supplies,Storage,Consumer,Same Day,602.21,46.05,0.05
ORD-102337,CUST-2591,2023-10-15,2023-10-19,East,New York,Office Supplies,Binders,Home Office,Standard Class,1337.91,-397.37,0.4
ORD-102338,CUST-3234,2023-03-11,2023-03-12,East,New York,Furniture,Chairs,Home Office,Second Class,1462.88,33.97,0.1
ORD-102339,CUST-2595,2024-04-23,2024-04-27,South,North Carolina,Technology,Phones,Home Office,Second Class,1061.8,316.54,0.0
ORD-102340,CUST-2647,2024-02-06,2024-02-08,Central,Texas,Furniture,Chairs,Home Office,Same Day,412.67,-5.14,0.2
ORD-102341,CUST-1763,2023-08-13,2023-08-19,Central,Minnesota,Office Supplies,Storage,Home Office,Second Class,736.71,30.69,0.05
ORD-102342,CUST-1321,2022-12-21,2022-12-24,West,Arizona,Office Supplies,Supplies,Home Office,First Class,771.22,-145.34,0.4
ORD-102343,CUST-4647,2024-04-27,2024-05-03,Central,Michigan,Furniture,Furnishings,Consumer,Same Day,726.39,-0.3,0.1
ORD-102344,CUST-2782,2022-06-19,2022-06-20,West,California,Technology,Machines,Home Office,Second Class,471.11,46.48,0.0
ORD-102345,CUST-3712,2023-07-18,2023-07-23,South,North Carolina,Furniture,Furnishings,Consumer,Standard Class,1498.05,-350.06,0.4
ORD-102346,CUST-1386,2023-05-26,2023-05-29,Central,Michigan,Technology,Copiers,Corporate,Same Day,1304.75,190.06,0.1
ORD-102347,CUST-4681,2022-06-20,2022-06-23,West,Oregon,Technology,Machines,Corporate,First Class,971.48,263.39,0.0
ORD-102348,CUST-2129,2023-01-01,2023-01-02,East,New York,Office Supplies,Storage,Corporate,First Class,544.74,13.96,0.2
ORD-102349,CUST-2206,2022-03-21,2022-03-25,West,Oregon,Office Supplies,Paper,Corporate,First Class,256.49,43.89,0.0
ORD-102350,CUST-2541,2024-01-02,2024-01-02,West,Nevada,Office Supplies,Storage,Home Office,First Class,384.34,-61.76,0.2
ORD-102351,CUST-2391,2024-06-16,2024-06-16,Central,Illinois,Technology,Accessories,Consumer,Standard Class,628.01,60.61,0.05
ORD-102352,CUST-1852,2022-09-17,2022-09-20,West,California,Furniture,Bookcases,Home Office,Standard Class,258.9,-30.83,0.2
ORD-102353,CUST-1305,2022-12-20,2022-12-22,Central,Texas,Furniture,Chairs,Consumer,Second Class,1103.16,248.75,0.0
ORD-102354,CUST-1564,2023-01-05,2023-01-06,South,Alabama,Furniture,Tables,Corporate,First Class,724.05,-239.21,0.4
ORD-102355,CUST-1908,2024-03-16,2024-03-21,Central,Illinois,Office Supplies,Supplies,Corporate,Second Class,166.07,35.68,0.0
ORD-102356,CUST-3956,2023-06-24,2023-06-27,East,Pennsylvania,Office Supplies,Storage,Corporate,Second Class,731.45,42.69,0.0
ORD-102357,CUST-2242,2022-02-23,2022-02-24,East,New York,Office Supplies,Supplies,Corporate,First Class,973.86,56.68,0.1
ORD-102358,CUST-4483,2023-10-24,2023-10-28,West,Washington,Technology,Machines,Home Office,Standard Class,396.69,23.29,0.2
ORD-102359,CUST-4566,2022-07-26,2022-07-27,West,Washington,Office Supplies,Binders,Consumer,Second Class,769.85,102.68,0.1
ORD-102360,CUST-4865,2023-03-16,2023-03-21,South,Florida,Office Supplies,Binders,Consumer,Second Class,1244.79,-186.4,0.3
ORD-102361,CUST-4255,2023-02-20,2023-02-26,Central,Michigan,Technology,Copiers,Corporate,First Class,1176.18,-199.05,0.4
ORD-102362,CUST-2885,2023-05-09,2023-05-11,West,Washington,Office Supplies,Supplies,Corporate,Second Class,247.14,47.11,0.05
ORD-102363,CUST-4201,2023-02-28,2023-03-02,Central,Minnesota,Technology,Copiers,Corporate,Same Day,1108.52,23.36,0.2
ORD-102364,CUST-2257,2023-08-11,2023-08-14,West,Arizona,Office Supplies,Binders,Home Office,Same Day,890.7,-105.37,0.2
ORD-102365,CUST-1567,2024-04-06,2024-04-06,South,Georgia,Furniture,Furnishings,Home Office,Second Class,714.41,-18.94,0.3
ORD-102366,CUST-1687,2023-05-26,2023-05-29,West,Arizona,Technology,Machines,Consumer,Second Class,620.11,-2.46,0.1
ORD-102367,CUST-4818,2023-08-17,2023-08-18,Central,Illinois,Technology,Accessories,Corporate,Second Class,290.64,12.21,0.2
ORD-102368,CUST-1228,2022-10-19,2022-10-21,South,Georgia,Technology,Phones,Corporate,First Class,908.58,-188.6,0.3
ORD-102369,CUST-1044,2024-01-26,2024-01-29,South,Alabama,Technology,Copiers,Home Office,Standard Class,1101.49,125.45,0.05
ORD-102370,CUST-4817,2023-06-28,2023-07-03,West,Arizona,Office Supplies,Supplies,Corporate,Second Class,390.72,33.85,0.1
ORD-102371,CUST-2009,2022-10-20,2022-10-25,Central,Illinois,Technology,Accessories,Consumer,Second Class,1023.79,-205.99,0.4
ORD-102372,CUST-2495,2023-05-25,2023-05-27,West,Oregon,Technology,Copiers,Corporate,Same Day,782.22,-49.77,0.3
ORD-102373,CUST-2927,2023-09-30,2023-10-02,Central,Texas,Technology,Machines,Consumer,First Class,85.53,5.61,0.0
ORD-102374,CUST-2221,2023-10-26,2023-10-28,South,North Carolina,Technology,Copiers,Corporate,Same Day,176.85,7.0,0.1
ORD-102375,CUST-3989,2023-11-11,2023-11-13,East,Massachusetts,Technology,Accessories,Home Office,Same Day,86.83,15.96,0.0
ORD-102376,CUST-2155,2023-07-12,2023-07-15,East,Virginia,Office Supplies,Paper,Home Office,Second Class,1495.64,-436.63,0.4
ORD-102377,CUST-1898,2024-04-07,2024-04-13,South,Georgia,Office Supplies,Binders,Consumer,Second Class,1091.08,-63.74,0.3
ORD-102378,CUST-4795,2023-01-05,2023-01-07,Central,Wisconsin,Technology,Copiers,Consumer,Standard Class,1150.62,289.07,0.0
ORD-102379,CUST-2000,2024-04-06,2024-04-06,Central,Minnesota,Technology,Machines,Home Office,First Class,1388.89,34.1,0.1
ORD-102380,CUST-3400,2024-05-22,2024-05-23,Central,Texas,Technology,Phones,Home Office,First Class,1331.23,-1.48,0.2
ORD-102381,CUST-3510,2023-07-22,2023-07-27,South,Florida,Furniture,Furnishings,Home Office,Standard Class,35.94,-4.24,0.4
ORD-102382,CUST-2780,2022-10-18,2022-10-18,East,New York,Office Supplies,Paper,Consumer,First Class,1379.59,319.8,0.05
ORD-102383,CUST-2144,2023-10-14,2023-10-17,West,Oregon,Office Supplies,Binders,Home Office,Same Day,822.6,-31.57,0.3
ORD-102384,CUST-2532,2022-07-02,2022-07-08,West,California,Technology,Machines,Corporate,Standard Class,161.78,-13.03,0.2
ORD-102385,CUST-3112,2022-06-05,2022-06-06,West,California,Technology,Copiers,Corporate,Standard Class,143.09,32.05,0.0
ORD-102386,CUST-4429,2023-09-28,2023-09-28,West,Oregon,Furniture,Tables,Consumer,Second Class,907.41,271.46,0.0
ORD-102387,CUST-2124,2023-08-12,2023-08-14,East,Massachusetts,Furniture,Tables,Consumer,Second Class,363.5,-23.71,0.3
ORD-102388,CUST-2081,2023-04-02,2023-04-05,West,Oregon,Office Supplies,Supplies,Corporate,First Class,963.35,-99.12,0.3
ORD-102389,CUST-1695,2022-05-28,2022-05-29,East,Massachusetts,Technology,Copiers,Corporate,First Class,1332.78,15.0,0.05
ORD-102390,CUST-1961,2023-09-24,2023-09-27,Central,Michigan,Technology,Accessories,Home Office,Second Class,1486.15,92.55,0.05
ORD-102391,CUST-2376,2024-05-26,2024-06-01,East,New York,Technology,Machines,Home Office,Standard Class,354.27,-56.4,0.4
ORD-102392,CUST-2680,2023-12-25,2023-12-26,South,North Carolina,Furniture,Bookcases,Corporate,First Class,958.34,106.97,0.05
ORD-102393,CUST-4221,2022-07-19,2022-07-21,East,New York,Technology,Copiers,Home Office,First Class,339.05,82.46,0.05
ORD-102394,CUST-3189,2023-11-20,2023-11-23,West,Nevada,Furniture,Chairs,Consumer,Same Day,540.88,-64.07,0.3
ORD-102395,CUST-2326,2023-12-25,2023-12-28,West,Nevada,Office Supplies,Storage,Home Office,Second Class,1401.71,-275.43,0.3
ORD-102396,CUST-3283,2023-12-23,2023-12-23,Central,Wisconsin,Office Supplies,Binders,Consumer,Second Class,1138.03,52.26,0.2
ORD-102397,CUST-1782,2024-02-24,2024-02-25,West,Nevada,Technology,Accessories,Consumer,Same Day,1405.36,95.82,0.1
ORD-102398,CUST-3819,2022-12-24,2022-12-30,Central,Illinois,Office Supplies,Binders,Corporate,Second Class,797.84,39.22,0.1
ORD-102399,CUST-2211,2022-07-22,2022-07-25,Central,Wisconsin,Furniture,Furnishings,Home Office,Second Class,578.29,-159.38,0.4
ORD-102400,CUST-4310,2023-04-01,2023-04-03,South,Florida,Technology,Copiers,Corporate,Same Day,489.0,109.72,0.05
ORD-102401,CUST-2579,2024-02-01,2024-02-02,East,Pennsylvania,Technology,Machines,Consumer,Same Day,1236.89,310.51,0.0
ORD-102402,CUST-4439,2022-12-28,2023-01-02,South,Florida,Technology,Accessories,Home Office,Same Day,508.59,-175.09,0.4
ORD-102403,CUST-2409,2023-07-10,2023-07-13,Central,Wisconsin,Office Supplies,Storage,Home Office,Second Class,922.38,-95.76,0.2
ORD-102404,CUST-1936,2022-04-30,2022-05-04,West,Nevada,Technology,Machines,Consumer,Same Day,1229.59,164.94,0.1
ORD-102405,CUST-1422,2024-03-15,2024-03-18,East,Pennsylvania,Office Supplies,Supplies,Corporate,Standard Class,975.68,-157.9,0.4
ORD-102406,CUST-2694,2024-06-17,2024-06-19,West,Nevada,Technology,Machines,Corporate,Same Day,675.92,-138.51,0.3
ORD-102407,CUST-1726,2023-04-06,2023-04-09,West,Arizona,Furniture,Bookcases,Consumer,Second Class,48.58,-0.65,0.2
ORD-102408,CUST-3652,2023-06-10,2023-06-13,Central,Minnesota,Office Supplies,Supplies,Consumer,Standard Class,1495.6,271.12,0.05
ORD-102409,CUST-3388,2023-08-28,2023-08-29,West,Nevada,Technology,Machines,Consumer,First Class,1203.81,-3.83,0.2
ORD-102410,CUST-3199,2022-10-14,2022-10-14,West,Nevada,Technology,Phones,Home Office,Standard Class,1320.03,55.01,0.2
ORD-102411,CUST-3153,2023-07-06,2023-07-11,South,Tennessee,Office Supplies,Storage,Home Office,Second Class,676.71,-155.4,0.3
ORD-102412,CUST-4582,2022-07-23,2022-07-28,East,New York,Office Supplies,Supplies,Home Office,Standard Class,344.84,18.6,0.1
ORD-102413,CUST-1456,2023-12-18,2023-12-24,South,Alabama,Technology,Copiers,Home Office,Standard Class,1139.43,-127.4,0.3
ORD-102414,CUST-3909,2023-02-15,2023-02-16,South,North Carolina,Office Supplies,Binders,Consumer,First Class,83.15,2.56,0.2
ORD-102415,CUST-1158,2023-02-04,2023-02-08,West,Arizona,Office Supplies,Storage,Consumer,Same Day,686.2,-177.0,0.4
ORD-102416,CUST-4865,2022-03-24,2022-03-27,West,California,Furniture,Tables,Home Office,Standard Class,33.03,-0.42,0.3
ORD-102417,CUST-2028,2022-01-21,2022-01-26,Central,Texas,Technology,Machines,Corporate,First Class,642.68,-133.89,0.4
ORD-102418,CUST-3638,2022-09-17,2022-09-19,West,Nevada,Technology,Copiers,Consumer,Second Class,1309.57,194.17,0.0
ORD-102419,CUST-3115,2022-05-12,2022-05-12,West,Nevada,Technology,Accessories,Corporate,Standard Class,654.63,8.83,0.2
ORD-102420,CUST-3497,2022-08-13,2022-08-16,East,Virginia,Technology,Phones,Consumer,Standard Class,930.56,-115.9,0.3
ORD-102421,CUST-1266,2024-06-05,2024-06-10,East,New Jersey,Technology,Machines,Home Office,Same Day,77.18,-7.77,0.3
ORD-102422,CUST-2972,2022-03-27,2022-03-31,Central,Michigan,Office Supplies,Paper,Home Office,Standard Class,283.71,-3.39,0.1
ORD-102423,CUST-3217,2022-10-21,2022-10-24,West,Arizona,Technology,Accessories,Corporate,Standard Class,893.17,-189.26,0.3
ORD-102424,CUST-4709,2022-02-02,2022-02-08,West,Washington,Technology,Machines,Consumer,First Class,459.01,-10.0,0.3
ORD-102425,CUST-1731,2024-05-12,2024-05-14,East,Pennsylvania,Office Supplies,Paper,Corporate,Second Class,645.49,170.18,0.05
ORD-102426,CUST-3425,2022-05-21,2022-05-27,East,Virginia,Furniture,Tables,Consumer,Same Day,678.14,-190.46,0.3
ORD-102427,CUST-4159,2023-11-21,2023-11-25,West,Oregon,Technology,Machines,Home Office,Standard Class,557.14,-210.79,0.4
ORD-102428,CUST-4420,2022-12-13,2022-12-18,West,Nevada,Furniture,Furnishings,Consumer,First Class,402.55,-124.44,0.4
ORD-102429,CUST-1290,2022-11-24,2022-11-28,West,Arizona,Technology,Copiers,Consumer,Standard Class,895.04,75.35,0.05
ORD-102430,CUST-2337,2022-03-07,2022-03-11,West,Arizona,Office Supplies,Binders,Consumer,First Class,363.8,43.76,0.1
ORD-102431,CUST-2808,2023-12-15,2023-12-15,East,New York,Office Supplies,Storage,Home Office,Standard Class,1306.16,326.22,0.05
ORD-102432,CUST-1995,2022-07-24,2022-07-25,Central,Texas,Office Supplies,Binders,Corporate,Second Class,1064.31,63.7,0.0
ORD-102433,CUST-2502,2022-11-09,2022-11-10,South,Georgia,Office Supplies,Supplies,Corporate,Standard Class,30.66,-3.25,0.2
ORD-102434,CUST-4392,2023-03-12,2023-03-18,East,New York,Furniture,Bookcases,Consumer,First Class,464.01,100.34,0.0
ORD-102435,CUST-3372,2024-03-28,2024-03-28,South,Tennessee,Furniture,Bookcases,Corporate,Second Class,1147.25,-253.65,0.4
ORD-102436,CUST-3241,2023-10-22,2023-10-25,East,Pennsylvania,Technology,Accessories,Home Office,First Class,404.0,50.61,0.2
ORD-102437,CUST-4993,2022-02-28,2022-03-04,Central,Illinois,Office Supplies,Paper,Corporate,Second Class,1072.6,185.65,0.1
ORD-102438,CUST-3784,2023-03-26,2023-03-27,Central,Minnesota,Office Supplies,Binders,Home Office,Second Class,744.02,-188.47,0.3
ORD-102439,CUST-4812,2022-04-26,2022-05-01,Central,Texas,Technology,Phones,Corporate,First Class,924.8,48.94,0.2
ORD-102440,CUST-3444,2023-05-14,2023-05-17,East,New Jersey,Technology,Copiers,Corporate,Same Day,385.09,35.72,0.0
ORD-102441,CUST-3815,2024-01-20,2024-01-22,West,Arizona,Office Supplies,Storage,Corporate,Standard Class,1105.58,195.94,0.0
ORD-102442,CUST-1684,2023-12-31,2024-01-01,East,Massachusetts,Furniture,Chairs,Home Office,Standard Class,782.48,-92.07,0.2
ORD-102443,CUST-3606,2022-06-01,2022-06-03,Central,Illinois,Office Supplies,Storage,Corporate,Same Day,556.05,116.18,0.0
ORD-102444,CUST-1101,2024-05-26,2024-05-30,East,Virginia,Office Supplies,Paper,Corporate,Standard Class,277.85,-57.61,0.4
ORD-102445,CUST-1349,2023-06-12,2023-06-12,West,Nevada,Office Supplies,Storage,Home Office,Same Day,1120.64,165.43,0.05
ORD-102446,CUST-4317,2023-01-23,2023-01-28,West,California,Furniture,Chairs,Home Office,Second Class,988.14,140.59,0.05
ORD-102447,CUST-4347,2023-07-10,2023-07-15,South,Tennessee,Office Supplies,Paper,Home Office,First Class,1059.53,49.68,0.1
ORD-102448,CUST-2650,2023-04-17,2023-04-20,Central,Texas,Technology,Copiers,Consumer,Same Day,229.24,-20.38,0.3
ORD-102449,CUST-3170,2023-08-07,2023-08-12,East,New York,Furniture,Bookcases,Home Office,Standard Class,171.35,12.68,0.1
ORD-102450,CUST-4418,2022-09-20,2022-09-26,West,Nevada,Office Supplies,Binders,Home Office,First Class,450.57,-83.21,0.4
ORD-102451,CUST-1223,2023-01-30,2023-01-30,Central,Illinois,Technology,Machines,Home Office,Same Day,573.29,77.14,0.0
ORD-102452,CUST-2487,2024-02-05,2024-02-05,East,Massachusetts,Office Supplies,Binders,Corporate,Second Class,1156.2,87.6,0.0
ORD-102453,CUST-4316,2024-04-06,2024-04-10,Central,Minnesota,Office Supplies,Supplies,Home Office,Same Day,1151.03,89.74,0.2
ORD-102454,CUST-4937,2022-09-12,2022-09-17,West,Washington,Technology,Accessories,Home Office,Second Class,324.7,17.75,0.05
ORD-102455,CUST-4997,2023-02-14,2023-02-14,South,Tennessee,Technology,Phones,Home Office,First Class,1169.4,-203.85,0.3
ORD-102456,CUST-2063,2023-02-07,2023-02-11,West,Arizona,Furniture,Furnishings,Corporate,Second Class,684.55,78.25,0.05
ORD-102457,CUST-3002,2023-08-10,2023-08-15,Central,Texas,Office Supplies,Supplies,Corporate,Standard Class,936.29,63.62,0.1
ORD-102458,CUST-1632,2023-08-30,2023-09-01,South,Florida,Technology,Accessories,Corporate,Same Day,272.51,-38.51,0.2
ORD-102459,CUST-1505,2022-07-29,2022-08-04,West,California,Office Supplies,Paper,Consumer,Second Class,1317.97,187.41,0.0
ORD-102460,CUST-3661,2023-01-04,2023-01-09,Central,Wisconsin,Furniture,Chairs,Corporate,First Class,841.13,42.53,0.2
ORD-102461,CUST-1950,2022-02-24,2022-02-28,West,Oregon,Furniture,Furnishings,Home Office,Standard Class,1011.34,128.11,0.05
ORD-102462,CUST-2907,2022-04-16,2022-04-18,Central,Wisconsin,Office Supplies,Supplies,Corporate,First Class,1487.17,-195.3,0.3
ORD-102463,CUST-1996,2022-03-25,2022-03-30,East,New York,Office Supplies,Binders,Consumer,First Class,173.68,19.7,0.0
ORD-102464,CUST-3759,2023-03-14,2023-03-16,Central,Wisconsin,Office Supplies,Storage,Corporate,First Class,1331.64,-263.72,0.4
ORD-102465,CUST-1957,2022-12-26,2023-01-01,West,Nevada,Technology,Phones,Consumer,First Class,145.59,29.97,0.0
ORD-102466,CUST-2862,2023-12-21,2023-12-24,West,Arizona,Furniture,Bookcases,Corporate,Same Day,211.78,-55.42,0.3
ORD-102467,CUST-4228,2022-04-26,2022-05-02,Central,Illinois,Technology,Copiers,Home Office,Standard Class,944.76,-58.87,0.1
ORD-102468,CUST-1139,2023-05-02,2023-05-03,East,Virginia,Technology,Machines,Corporate,Same Day,826.9,74.42,0.05
ORD-102469,CUST-1740,2023-07-08,2023-07-09,East,Virginia,Technology,Accessories,Consumer,Standard Class,796.57,-78.14,0.2
ORD-102470,CUST-3100,2024-01-26,2024-01-28,West,Arizona,Office Supplies,Supplies,Corporate,Standard Class,693.25,97.96,0.1
ORD-102471,CUST-2850,2024-01-20,2024-01-21,East,Massachusetts,Furniture,Furnishings,Corporate,First Class,428.3,-4.75,0.05
ORD-102472,CUST-3168,2022-07-09,2022-07-15,East,Massachusetts,Office Supplies,Supplies,Corporate,Second Class,708.86,-116.48,0.4
ORD-102473,CUST-3533,2023-06-16,2023-06-22,East,New York,Technology,Accessories,Home Office,Second Class,1059.23,-183.16,0.4
ORD-102474,CUST-4253,2022-06-23,2022-06-24,South,Florida,Office Supplies,Supplies,Corporate,First Class,1424.13,-42.32,0.3
ORD-102475,CUST-3011,2022-05-18,2022-05-19,East,New Jersey,Furniture,Bookcases,Corporate,First Class,827.23,2.0,0.2
ORD-102476,CUST-2206,2023-02-13,2023-02-15,Central,Texas,Technology,Accessories,Home Office,Second Class,1319.62,49.75,0.2
ORD-102477,CUST-1542,2023-10-26,2023-11-01,West,Oregon,Office Supplies,Binders,Consumer,Standard Class,1422.08,133.27,0.05
ORD-102478,CUST-4966,2024-02-08,2024-02-11,Central,Illinois,Office Supplies,Binders,Home Office,First Class,1122.73,-31.91,0.3
ORD-102479,CUST-2290,2022-09-14,2022-09-19,East,New Jersey,Furniture,Furnishings,Home Office,Standard Class,108.38,3.88,0.1
ORD-102480,CUST-2981,2022-09-02,2022-09-08,South,Tennessee,Technology,Machines,Consumer,Same Day,1020.44,104.56,0.0
ORD-102481,CUST-4683,2023-09-19,2023-09-25,West,Arizona,Furniture,Chairs,Consumer,Second Class,846.55,-62.74,0.3
ORD-102482,CUST-3991,2022-07-01,2022-07-01,Central,Illinois,Office Supplies,Storage,Home Office,Same Day,69.64,5.35,0.0
ORD-102483,CUST-4465,2023-02-13,2023-02-18,Central,Wisconsin,Furniture,Tables,Consumer,First Class,489.04,-124.82,0.4
ORD-102484,CUST-1936,2023-06-04,2023-06-06,South,North Carolina,Furniture,Tables,Corporate,Same Day,655.25,-194.58,0.4
ORD-102485,CUST-1650,2024-06-16,2024-06-18,South,Florida,Technology,Accessories,Home Office,Standard Class,1424.53,25.25,0.2
ORD-102486,CUST-2413,2024-05-16,2024-05-20,West,Oregon,Office Supplies,Supplies,Home Office,First Class,852.25,206.41,0.1
ORD-102487,CUST-3448,2023-06-20,2023-06-20,West,Arizona,Technology,Copiers,Consumer,Same Day,1034.86,12.95,0.3
ORD-102488,CUST-2563,2022-11-18,2022-11-21,West,Nevada,Furniture,Bookcases,Corporate,Same Day,259.24,44.99,0.05
ORD-102489,CUST-4832,2022-06-19,2022-06-24,West,Washington,Technology,Machines,Corporate,First Class,467.08,-21.85,0.05
ORD-102490,CUST-4744,2023-04-16,2023-04-22,South,North Carolina,Office Supplies,Paper,Corporate,Standard Class,230.15,72.41,0.0
ORD-102491,CUST-3608,2022-01-28,2022-02-03,Central,Minnesota,Office Supplies,Supplies,Consumer,Standard Class,386.09,-63.3,0.3
ORD-102492,CUST-1472,2023-12-21,2023-12-22,South,North Carolina,Technology,Machines,Consumer,Standard Class,582.87,66.89,0.05
ORD-102493,CUST-1510,2022-10-03,2022-10-08,West,Washington,Technology,Accessories,Home Office,First Class,189.43,-30.49,0.4
ORD-102494,CUST-2470,2022-03-26,2022-03-26,Central,Minnesota,Technology,Accessories,Consumer,Same Day,286.69,49.66,0.05
ORD-102495,CUST-3363,2022-10-30,2022-10-30,West,Arizona,Office Supplies,Supplies,Corporate,First Class,606.32,142.75,0.0
ORD-102496,CUST-4859,2024-02-14,2024-02-20,East,New Jersey,Office Supplies,Storage,Corporate,Second Class,1293.36,269.47,0.05
ORD-102497,CUST-4428,2022-02-21,2022-02-23,West,Nevada,Office Supplies,Supplies,Consumer,Standard Class,415.04,-18.22,0.3
ORD-102498,CUST-1457,2022-10-14,2022-10-15,East,Virginia,Office Supplies,Paper,Corporate,First Class,1411.64,-328.86,0.4
ORD-102499,CUST-3384,2023-07-11,2023-07-12,West,Arizona,Furniture,Bookcases,Corporate,Same Day,1479.98,-231.0,0.3
ORD-102500,CUST-4010,2024-03-13,2024-03-15,South,Florida,Office Supplies,Storage,Home Office,Second Class,281.52,38.13,0.1
ORD-102501,CUST-4169,2022-05-19,2022-05-20,East,New Jersey,Technology,Machines,Home Office,First Class,358.99,44.12,0.0
ORD-102502,CUST-2600,2023-01-12,2023-01-16,Central,Minnesota,Technology,Accessories,Consumer,Same Day,530.51,124.72,0.0
ORD-102503,CUST-3816,2023-02-20,2023-02-22,East,Virginia,Office Supplies,Storage,Consumer,Standard Class,660.32,-135.89,0.4
ORD-102504,CUST-1866,2024-01-19,2024-01-20,West,California,Technology,Accessories,Home Office,Standard Class,733.87,112.49,0.05
ORD-102505,CUST-3184,2023-06-25,2023-06-26,Central,Illinois,Office Supplies,Binders,Consumer,Same Day,380.62,-84.45,0.4
ORD-102506,CUST-1067,2022-05-20,2022-05-23,West,California,Office Supplies,Storage,Corporate,Standard Class,312.8,40.9,0.05
ORD-102507,CUST-2837,2022-02-18,2022-02-18,West,California,Office Supplies,Paper,Home Office,Same Day,182.33,46.43,0.0
ORD-102508,CUST-1834,2022-08-06,2022-08-07,West,Nevada,Technology,Phones,Home Office,Second Class,844.29,-202.91,0.3
ORD-102509,CUST-1303,2023-07-25,2023-07-30,Central,Minnesota,Furniture,Chairs,Corporate,First Class,404.79,-10.96,0.2
ORD-102510,CUST-3007,2024-01-09,2024-01-13,South,North Carolina,Technology,Machines,Consumer,Same Day,1397.63,-2.99,0.05
ORD-102511,CUST-3420,2023-04-28,2023-05-01,Central,Illinois,Furniture,Bookcases,Consumer,First Class,1477.33,-342.83,0.3
ORD-102512,CUST-2220,2023-08-24,2023-08-27,South,Tennessee,Technology,Phones,Corporate,First Class,1429.31,116.55,0.2
